(base) jupyter-st125462@puffer:~/RTML/A5$ python face_gan_celeba.py
2025-03-09 16:44:19,039 - FaceGAN - INFO - Using device: cuda
2025-03-09 16:44:19,077 - FaceGAN - INFO - CUDA is available. Using GPU: NVIDIA GeForce RTX 2080 Ti
2025-03-09 16:44:19,077 - FaceGAN - INFO - Starting Face GAN training...
2025-03-09 16:44:19,196 - FaceGAN - INFO - Found 202599 images in ./data/celeba/img_align_celeba
2025-03-09 16:44:19,196 - FaceGAN - INFO - CelebA dataset loaded successfully with 202599 images
2025-03-09 17:46:09,151 - FaceGAN - INFO - D(x): 0.8863, D(G(z)): 0.0187
2025-03-09 17:46:15,335 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [900/1583]
2025-03-09 17:46:15,335 - FaceGAN - INFO - Discriminator Loss: 0.5023, Generator Loss: 3.5247
2025-03-09 17:46:15,335 - FaceGAN - INFO - D(x): 0.8901, D(G(z)): 0.0276
2025-03-09 17:46:21,488 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1000/1583]
2025-03-09 17:46:21,488 - FaceGAN - INFO - Discriminator Loss: 0.8933, Generator Loss: 5.4662
2025-03-09 17:46:21,488 - FaceGAN - INFO - D(x): 0.9807, D(G(z)): 0.0030
2025-03-09 17:46:27,682 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1100/1583]
2025-03-09 17:46:27,682 - FaceGAN - INFO - Discriminator Loss: 0.5679, Generator Loss: 4.1478
2025-03-09 17:46:27,682 - FaceGAN - INFO - D(x): 0.9518, D(G(z)): 0.0139
2025-03-09 17:46:33,836 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1200/1583]
2025-03-09 17:46:33,836 - FaceGAN - INFO - Discriminator Loss: 1.8677, Generator Loss: 1.3877
2025-03-09 17:46:33,836 - FaceGAN - INFO - D(x): 0.1737, D(G(z)): 0.2726
2025-03-09 17:46:39,956 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1300/1583]
2025-03-09 17:46:39,956 - FaceGAN - INFO - Discriminator Loss: 0.4868, Generator Loss: 3.3196
2025-03-09 17:46:39,957 - FaceGAN - INFO - D(x): 0.8786, D(G(z)): 0.0323
2025-03-09 17:46:46,108 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1400/1583]
2025-03-09 17:46:46,108 - FaceGAN - INFO - Discriminator Loss: 0.5486, Generator Loss: 2.2836
2025-03-09 17:46:46,108 - FaceGAN - INFO - D(x): 0.7083, D(G(z)): 0.1049
2025-03-09 17:46:52,314 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [1500/1583]
2025-03-09 17:46:52,314 - FaceGAN - INFO - Discriminator Loss: 0.4289, Generator Loss: 3.4886
2025-03-09 17:46:52,315 - FaceGAN - INFO - D(x): 0.8377, D(G(z)): 0.0344
2025-03-09 17:46:57,485 - FaceGAN - INFO - Epoch 38 completed in 97.87 seconds
2025-03-09 17:46:57,901 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [0/1583]
2025-03-09 17:46:57,902 - FaceGAN - INFO - Discriminator Loss: 0.4523, Generator Loss: 3.2748
2025-03-09 17:46:57,902 - FaceGAN - INFO - D(x): 0.8620, D(G(z)): 0.0391
2025-03-09 17:47:04,097 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [100/1583]
2025-03-09 17:47:04,097 - FaceGAN - INFO - Discriminator Loss: 0.4518, Generator Loss: 2.5544
2025-03-09 17:47:04,097 - FaceGAN - INFO - D(x): 0.7833, D(G(z)): 0.0781
2025-03-09 17:47:10,206 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [200/1583]
2025-03-09 17:47:10,206 - FaceGAN - INFO - Discriminator Loss: 0.4358, Generator Loss: 3.2249
2025-03-09 17:47:10,206 - FaceGAN - INFO - D(x): 0.8459, D(G(z)): 0.0377
2025-03-09 17:47:16,291 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [300/1583]
2025-03-09 17:47:16,292 - FaceGAN - INFO - Discriminator Loss: 0.4439, Generator Loss: 3.3101
2025-03-09 17:47:16,292 - FaceGAN - INFO - D(x): 0.8444, D(G(z)): 0.0361
2025-03-09 17:47:22,385 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [400/1583]
2025-03-09 17:47:22,385 - FaceGAN - INFO - Discriminator Loss: 0.4447, Generator Loss: 2.9590
2025-03-09 17:47:22,385 - FaceGAN - INFO - D(x): 0.8108, D(G(z)): 0.0551
2025-03-09 17:47:28,541 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [500/1583]
2025-03-09 17:47:28,541 - FaceGAN - INFO - Discriminator Loss: 0.4908, Generator Loss: 3.5992
2025-03-09 17:47:28,541 - FaceGAN - INFO - D(x): 0.9205, D(G(z)): 0.0244
2025-03-09 17:47:34,662 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [600/1583]
2025-03-09 17:47:34,662 - FaceGAN - INFO - Discriminator Loss: 1.0540, Generator Loss: 1.0553
2025-03-09 17:47:34,662 - FaceGAN - INFO - D(x): 0.3891, D(G(z)): 0.3687
2025-03-09 17:47:40,779 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [700/1583]
2025-03-09 17:47:40,779 - FaceGAN - INFO - Discriminator Loss: 0.4828, Generator Loss: 3.6876
2025-03-09 17:47:40,779 - FaceGAN - INFO - D(x): 0.9097, D(G(z)): 0.0230
2025-03-09 17:47:46,900 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [800/1583]
2025-03-09 17:47:46,900 - FaceGAN - INFO - Discriminator Loss: 0.6160, Generator Loss: 3.1190
2025-03-09 17:47:46,900 - FaceGAN - INFO - D(x): 0.6167, D(G(z)): 0.0474
2025-03-09 17:47:53,030 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [900/1583]
2025-03-09 17:47:53,030 - FaceGAN - INFO - Discriminator Loss: 0.4310, Generator Loss: 3.6070
2025-03-09 17:47:53,030 - FaceGAN - INFO - D(x): 0.8900, D(G(z)): 0.0239
2025-03-09 17:47:59,146 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1000/1583]
2025-03-09 17:47:59,146 - FaceGAN - INFO - Discriminator Loss: 1.3445, Generator Loss: 1.3232
2025-03-09 17:47:59,146 - FaceGAN - INFO - D(x): 0.5213, D(G(z)): 0.2782
2025-03-09 17:48:05,238 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1100/1583]
2025-03-09 17:48:05,238 - FaceGAN - INFO - Discriminator Loss: 0.7710, Generator Loss: 5.2519
2025-03-09 17:48:05,238 - FaceGAN - INFO - D(x): 0.9680, D(G(z)): 0.0037
2025-03-09 17:48:11,347 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1200/1583]
2025-03-09 17:48:11,347 - FaceGAN - INFO - Discriminator Loss: 0.6319, Generator Loss: 4.3868
2025-03-09 17:48:11,348 - FaceGAN - INFO - D(x): 0.9200, D(G(z)): 0.0102
2025-03-09 17:48:17,405 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1300/1583]
2025-03-09 17:48:17,405 - FaceGAN - INFO - Discriminator Loss: 0.5497, Generator Loss: 3.3035
2025-03-09 17:48:17,405 - FaceGAN - INFO - D(x): 0.8435, D(G(z)): 0.0334
2025-03-09 17:48:23,494 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1400/1583]
2025-03-09 17:48:23,495 - FaceGAN - INFO - Discriminator Loss: 0.4175, Generator Loss: 3.2058
2025-03-09 17:48:23,495 - FaceGAN - INFO - D(x): 0.8533, D(G(z)): 0.0400
2025-03-09 17:48:29,581 - FaceGAN - INFO - Epoch: [39/50], Batch Num: [1500/1583]
2025-03-09 17:48:29,582 - FaceGAN - INFO - Discriminator Loss: 0.4787, Generator Loss: 2.6911
2025-03-09 17:48:29,582 - FaceGAN - INFO - D(x): 0.7255, D(G(z)): 0.0664
2025-03-09 17:48:34,728 - FaceGAN - INFO - Epoch 39 completed in 97.24 seconds
2025-03-09 17:48:35,110 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [0/1583]
2025-03-09 17:48:35,111 - FaceGAN - INFO - Discriminator Loss: 0.7219, Generator Loss: 0.7968
2025-03-09 17:48:35,111 - FaceGAN - INFO - D(x): 0.5976, D(G(z)): 0.5295
2025-03-09 17:48:41,278 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [100/1583]
2025-03-09 17:48:41,278 - FaceGAN - INFO - Discriminator Loss: 0.8442, Generator Loss: 2.8656
2025-03-09 17:48:41,278 - FaceGAN - INFO - D(x): 0.7010, D(G(z)): 0.0546
2025-03-09 17:48:47,385 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [200/1583]
2025-03-09 17:48:47,385 - FaceGAN - INFO - Discriminator Loss: 0.7322, Generator Loss: 3.7530
2025-03-09 17:48:47,385 - FaceGAN - INFO - D(x): 0.9325, D(G(z)): 0.0193
2025-03-09 17:48:53,480 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [300/1583]
2025-03-09 17:48:53,480 - FaceGAN - INFO - Discriminator Loss: 0.5031, Generator Loss: 3.9418
2025-03-09 17:48:53,481 - FaceGAN - INFO - D(x): 0.8763, D(G(z)): 0.0174
2025-03-09 17:48:59,559 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [400/1583]
2025-03-09 17:48:59,560 - FaceGAN - INFO - Discriminator Loss: 0.4849, Generator Loss: 3.7173
2025-03-09 17:48:59,560 - FaceGAN - INFO - D(x): 0.9325, D(G(z)): 0.0214
2025-03-09 17:49:05,679 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [500/1583]
2025-03-09 17:49:05,679 - FaceGAN - INFO - Discriminator Loss: 0.5350, Generator Loss: 2.6188
2025-03-09 17:49:05,679 - FaceGAN - INFO - D(x): 0.7007, D(G(z)): 0.0773
2025-03-09 17:49:11,784 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [600/1583]
2025-03-09 17:49:11,785 - FaceGAN - INFO - Discriminator Loss: 0.6533, Generator Loss: 1.9510
2025-03-09 17:49:11,785 - FaceGAN - INFO - D(x): 0.5772, D(G(z)): 0.1454
2025-03-09 17:49:17,882 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [700/1583]
2025-03-09 17:49:17,882 - FaceGAN - INFO - Discriminator Loss: 0.4650, Generator Loss: 2.2779
2025-03-09 17:49:17,882 - FaceGAN - INFO - D(x): 0.7481, D(G(z)): 0.1086
2025-03-09 17:49:23,982 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [800/1583]
2025-03-09 17:49:23,982 - FaceGAN - INFO - Discriminator Loss: 0.4596, Generator Loss: 2.7403
2025-03-09 17:49:23,982 - FaceGAN - INFO - D(x): 0.7736, D(G(z)): 0.0674
2025-03-09 17:49:30,051 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [900/1583]
2025-03-09 17:49:30,051 - FaceGAN - INFO - Discriminator Loss: 0.4649, Generator Loss: 2.8386
2025-03-09 17:49:30,051 - FaceGAN - INFO - D(x): 0.7552, D(G(z)): 0.0664
2025-03-09 17:49:36,152 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1000/1583]
2025-03-09 17:49:36,152 - FaceGAN - INFO - Discriminator Loss: 0.4460, Generator Loss: 3.3266
2025-03-09 17:49:36,152 - FaceGAN - INFO - D(x): 0.8997, D(G(z)): 0.0354
2025-03-09 17:49:42,246 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1100/1583]
2025-03-09 17:49:42,246 - FaceGAN - INFO - Discriminator Loss: 0.7650, Generator Loss: 2.2069
2025-03-09 17:49:42,246 - FaceGAN - INFO - D(x): 0.5593, D(G(z)): 0.1038
2025-03-09 17:49:48,331 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1200/1583]
2025-03-09 17:49:48,331 - FaceGAN - INFO - Discriminator Loss: 0.5845, Generator Loss: 3.5226
2025-03-09 17:49:48,331 - FaceGAN - INFO - D(x): 0.8595, D(G(z)): 0.0251
2025-03-09 17:49:54,380 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1300/1583]
2025-03-09 17:49:54,380 - FaceGAN - INFO - Discriminator Loss: 0.4567, Generator Loss: 4.0052
2025-03-09 17:49:54,380 - FaceGAN - INFO - D(x): 0.8661, D(G(z)): 0.0175
2025-03-09 17:50:00,462 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1400/1583]
2025-03-09 17:50:00,463 - FaceGAN - INFO - Discriminator Loss: 0.4771, Generator Loss: 3.0272
2025-03-09 17:50:00,463 - FaceGAN - INFO - D(x): 0.8838, D(G(z)): 0.0469
2025-03-09 17:50:06,551 - FaceGAN - INFO - Epoch: [40/50], Batch Num: [1500/1583]
2025-03-09 17:50:06,551 - FaceGAN - INFO - Discriminator Loss: 0.9468, Generator Loss: 2.5326
2025-03-09 17:50:06,551 - FaceGAN - INFO - D(x): 0.7018, D(G(z)): 0.0901
2025-03-09 17:50:11,724 - FaceGAN - INFO - Models saved at epoch 40
2025-03-09 17:50:11,724 - FaceGAN - INFO - Epoch 40 completed in 97.00 seconds
2025-03-09 17:50:12,157 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [0/1583]
2025-03-09 17:50:12,158 - FaceGAN - INFO - Discriminator Loss: 0.4107, Generator Loss: 3.8231
2025-03-09 17:50:12,158 - FaceGAN - INFO - D(x): 0.8720, D(G(z)): 0.0209
2025-03-09 17:50:18,244 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [100/1583]
2025-03-09 17:50:18,244 - FaceGAN - INFO - Discriminator Loss: 0.5520, Generator Loss: 3.1903
2025-03-09 17:50:18,244 - FaceGAN - INFO - D(x): 0.8601, D(G(z)): 0.0439
2025-03-09 17:50:24,378 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [200/1583]
2025-03-09 17:50:24,379 - FaceGAN - INFO - Discriminator Loss: 0.4247, Generator Loss: 3.1705
2025-03-09 17:50:24,379 - FaceGAN - INFO - D(x): 0.8288, D(G(z)): 0.0405
2025-03-09 17:50:30,408 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [300/1583]
2025-03-09 17:50:30,409 - FaceGAN - INFO - Discriminator Loss: 0.4163, Generator Loss: 3.6133
2025-03-09 17:50:30,409 - FaceGAN - INFO - D(x): 0.8562, D(G(z)): 0.0253
2025-03-09 17:50:36,541 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [400/1583]
2025-03-09 17:50:36,541 - FaceGAN - INFO - Discriminator Loss: 0.4359, Generator Loss: 2.8278
2025-03-09 17:50:36,541 - FaceGAN - INFO - D(x): 0.8144, D(G(z)): 0.0623
2025-03-09 17:50:42,651 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [500/1583]
2025-03-09 17:50:42,651 - FaceGAN - INFO - Discriminator Loss: 0.4406, Generator Loss: 3.4887
2025-03-09 17:50:42,651 - FaceGAN - INFO - D(x): 0.8021, D(G(z)): 0.0298
2025-03-09 17:50:48,782 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [600/1583]
2025-03-09 17:50:48,782 - FaceGAN - INFO - Discriminator Loss: 1.2656, Generator Loss: 0.5425
2025-03-09 17:50:48,782 - FaceGAN - INFO - D(x): 0.3684, D(G(z)): 0.6519
2025-03-09 17:50:54,925 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [700/1583]
2025-03-09 17:50:54,925 - FaceGAN - INFO - Discriminator Loss: 0.5010, Generator Loss: 2.9805
2025-03-09 17:50:54,925 - FaceGAN - INFO - D(x): 0.7875, D(G(z)): 0.0500
2025-03-09 17:51:01,012 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [800/1583]
2025-03-09 17:51:01,012 - FaceGAN - INFO - Discriminator Loss: 0.4354, Generator Loss: 3.7737
2025-03-09 17:51:01,012 - FaceGAN - INFO - D(x): 0.8616, D(G(z)): 0.0227
2025-03-09 17:51:07,148 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [900/1583]
2025-03-09 17:51:07,148 - FaceGAN - INFO - Discriminator Loss: 0.5243, Generator Loss: 3.9574
2025-03-09 17:51:07,148 - FaceGAN - INFO - D(x): 0.9107, D(G(z)): 0.0161
2025-03-09 17:51:13,266 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1000/1583]
2025-03-09 17:51:13,266 - FaceGAN - INFO - Discriminator Loss: 0.7970, Generator Loss: 1.1652
2025-03-09 17:51:13,266 - FaceGAN - INFO - D(x): 0.5134, D(G(z)): 0.3425
2025-03-09 17:51:19,412 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1100/1583]
2025-03-09 17:51:19,412 - FaceGAN - INFO - Discriminator Loss: 0.6562, Generator Loss: 2.4997
2025-03-09 17:51:19,412 - FaceGAN - INFO - D(x): 0.7353, D(G(z)): 0.0787
2025-03-09 17:51:25,546 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1200/1583]
2025-03-09 17:51:25,546 - FaceGAN - INFO - Discriminator Loss: 0.6859, Generator Loss: 4.5002
2025-03-09 17:51:25,546 - FaceGAN - INFO - D(x): 0.9700, D(G(z)): 0.0087
2025-03-09 17:51:31,661 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1300/1583]
2025-03-09 17:51:31,661 - FaceGAN - INFO - Discriminator Loss: 1.4819, Generator Loss: 3.4162
2025-03-09 17:51:31,661 - FaceGAN - INFO - D(x): 0.9411, D(G(z)): 0.0298
2025-03-09 17:51:37,781 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1400/1583]
2025-03-09 17:51:37,781 - FaceGAN - INFO - Discriminator Loss: 0.4575, Generator Loss: 3.2055
2025-03-09 17:51:37,781 - FaceGAN - INFO - D(x): 0.8027, D(G(z)): 0.0393
2025-03-09 17:51:43,867 - FaceGAN - INFO - Epoch: [41/50], Batch Num: [1500/1583]
2025-03-09 17:51:43,867 - FaceGAN - INFO - Discriminator Loss: 0.4312, Generator Loss: 4.1305
2025-03-09 17:51:43,867 - FaceGAN - INFO - D(x): 0.9332, D(G(z)): 0.0148
2025-03-09 17:51:49,005 - FaceGAN - INFO - Epoch 41 completed in 97.28 seconds
2025-03-09 17:51:49,417 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [0/1583]
2025-03-09 17:51:49,417 - FaceGAN - INFO - Discriminator Loss: 0.4316, Generator Loss: 3.8765
2025-03-09 17:51:49,418 - FaceGAN - INFO - D(x): 0.9054, D(G(z)): 0.0213
2025-03-09 17:51:55,595 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [100/1583]
2025-03-09 17:51:55,595 - FaceGAN - INFO - Discriminator Loss: 0.4347, Generator Loss: 3.4120
2025-03-09 17:51:55,595 - FaceGAN - INFO - D(x): 0.8172, D(G(z)): 0.0331
2025-03-09 17:52:01,729 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [200/1583]
2025-03-09 17:52:01,730 - FaceGAN - INFO - Discriminator Loss: 0.4473, Generator Loss: 3.2244
2025-03-09 17:52:01,730 - FaceGAN - INFO - D(x): 0.8075, D(G(z)): 0.0433
2025-03-09 17:52:07,828 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [300/1583]
2025-03-09 17:52:07,829 - FaceGAN - INFO - Discriminator Loss: 0.9125, Generator Loss: 5.6097
2025-03-09 17:52:07,829 - FaceGAN - INFO - D(x): 0.9677, D(G(z)): 0.0025
2025-03-09 17:52:13,932 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [400/1583]
2025-03-09 17:52:13,932 - FaceGAN - INFO - Discriminator Loss: 0.4761, Generator Loss: 2.7809
2025-03-09 17:52:13,932 - FaceGAN - INFO - D(x): 0.8122, D(G(z)): 0.0664
2025-03-09 17:52:20,054 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [500/1583]
2025-03-09 17:52:20,054 - FaceGAN - INFO - Discriminator Loss: 0.8261, Generator Loss: 2.2103
2025-03-09 17:52:20,054 - FaceGAN - INFO - D(x): 0.8163, D(G(z)): 0.1072
2025-03-09 17:52:26,191 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [600/1583]
2025-03-09 17:52:26,192 - FaceGAN - INFO - Discriminator Loss: 0.8785, Generator Loss: 1.1725
2025-03-09 17:52:26,192 - FaceGAN - INFO - D(x): 0.5126, D(G(z)): 0.3391
2025-03-09 17:52:32,321 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [700/1583]
2025-03-09 17:52:32,322 - FaceGAN - INFO - Discriminator Loss: 0.5619, Generator Loss: 3.9866
2025-03-09 17:52:32,322 - FaceGAN - INFO - D(x): 0.9099, D(G(z)): 0.0170
2025-03-09 17:52:38,438 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [800/1583]
2025-03-09 17:52:38,438 - FaceGAN - INFO - Discriminator Loss: 0.4599, Generator Loss: 2.9965
2025-03-09 17:52:38,438 - FaceGAN - INFO - D(x): 0.7709, D(G(z)): 0.0500
2025-03-09 17:52:44,540 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [900/1583]
2025-03-09 17:52:44,541 - FaceGAN - INFO - Discriminator Loss: 0.6358, Generator Loss: 4.9667
2025-03-09 17:52:44,541 - FaceGAN - INFO - D(x): 0.9706, D(G(z)): 0.0056
2025-03-09 17:52:50,642 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1000/1583]
2025-03-09 17:52:50,643 - FaceGAN - INFO - Discriminator Loss: 1.1711, Generator Loss: 1.2351
2025-03-09 17:52:50,643 - FaceGAN - INFO - D(x): 0.3386, D(G(z)): 0.3206
2025-03-09 17:52:56,765 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1100/1583]
2025-03-09 17:52:56,766 - FaceGAN - INFO - Discriminator Loss: 0.8567, Generator Loss: 2.0190
2025-03-09 17:52:56,766 - FaceGAN - INFO - D(x): 0.4765, D(G(z)): 0.1481
2025-03-09 17:53:02,865 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1200/1583]
2025-03-09 17:53:02,865 - FaceGAN - INFO - Discriminator Loss: 0.4238, Generator Loss: 3.1429
2025-03-09 17:53:02,865 - FaceGAN - INFO - D(x): 0.8297, D(G(z)): 0.0414
2025-03-09 17:53:08,977 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1300/1583]
2025-03-09 17:53:08,977 - FaceGAN - INFO - Discriminator Loss: 0.5611, Generator Loss: 3.1862
2025-03-09 17:53:08,977 - FaceGAN - INFO - D(x): 0.8562, D(G(z)): 0.0425
2025-03-09 17:53:15,071 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1400/1583]
2025-03-09 17:53:15,072 - FaceGAN - INFO - Discriminator Loss: 0.4764, Generator Loss: 3.2508
2025-03-09 17:53:15,072 - FaceGAN - INFO - D(x): 0.8247, D(G(z)): 0.0387
2025-03-09 17:53:21,200 - FaceGAN - INFO - Epoch: [42/50], Batch Num: [1500/1583]
2025-03-09 17:53:21,200 - FaceGAN - INFO - Discriminator Loss: 0.4665, Generator Loss: 2.5187
2025-03-09 17:53:21,200 - FaceGAN - INFO - D(x): 0.7849, D(G(z)): 0.0835
2025-03-09 17:53:26,339 - FaceGAN - INFO - Epoch 42 completed in 97.33 seconds
2025-03-09 17:53:26,774 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [0/1583]
2025-03-09 17:53:26,774 - FaceGAN - INFO - Discriminator Loss: 0.5660, Generator Loss: 2.7779
2025-03-09 17:53:26,774 - FaceGAN - INFO - D(x): 0.6429, D(G(z)): 0.0660
2025-03-09 17:53:32,883 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [100/1583]
2025-03-09 17:53:32,883 - FaceGAN - INFO - Discriminator Loss: 0.4521, Generator Loss: 3.0222
2025-03-09 17:53:32,883 - FaceGAN - INFO - D(x): 0.7886, D(G(z)): 0.0478
2025-03-09 17:53:39,013 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [200/1583]
2025-03-09 17:53:39,013 - FaceGAN - INFO - Discriminator Loss: 0.4522, Generator Loss: 3.1120
2025-03-09 17:53:39,013 - FaceGAN - INFO - D(x): 0.8248, D(G(z)): 0.0416
2025-03-09 17:53:45,200 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [300/1583]
2025-03-09 17:53:45,200 - FaceGAN - INFO - Discriminator Loss: 0.4284, Generator Loss: 3.5425
2025-03-09 17:53:45,200 - FaceGAN - INFO - D(x): 0.9033, D(G(z)): 0.0272
2025-03-09 17:53:51,347 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [400/1583]
2025-03-09 17:53:51,348 - FaceGAN - INFO - Discriminator Loss: 0.4192, Generator Loss: 3.0974
2025-03-09 17:53:51,348 - FaceGAN - INFO - D(x): 0.8188, D(G(z)): 0.0481
2025-03-09 17:53:57,504 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [500/1583]
2025-03-09 17:53:57,504 - FaceGAN - INFO - Discriminator Loss: 0.4508, Generator Loss: 2.6527
2025-03-09 17:53:57,504 - FaceGAN - INFO - D(x): 0.7949, D(G(z)): 0.0741
2025-03-09 17:54:03,666 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [600/1583]
2025-03-09 17:54:03,667 - FaceGAN - INFO - Discriminator Loss: 0.6575, Generator Loss: 2.3431
2025-03-09 17:54:03,667 - FaceGAN - INFO - D(x): 0.7190, D(G(z)): 0.0902
2025-03-09 17:54:09,855 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [700/1583]
2025-03-09 17:54:09,855 - FaceGAN - INFO - Discriminator Loss: 0.5782, Generator Loss: 1.9536
2025-03-09 17:54:09,855 - FaceGAN - INFO - D(x): 0.6569, D(G(z)): 0.1555
2025-03-09 17:54:16,038 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [800/1583]
2025-03-09 17:54:16,038 - FaceGAN - INFO - Discriminator Loss: 0.5892, Generator Loss: 3.7483
2025-03-09 17:54:16,038 - FaceGAN - INFO - D(x): 0.9693, D(G(z)): 0.0210
2025-03-09 17:54:22,207 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [900/1583]
2025-03-09 17:54:22,207 - FaceGAN - INFO - Discriminator Loss: 0.4804, Generator Loss: 2.3453
2025-03-09 17:54:22,208 - FaceGAN - INFO - D(x): 0.7411, D(G(z)): 0.1039
2025-03-09 17:54:28,372 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [1000/1583]
2025-03-09 17:54:28,372 - FaceGAN - INFO - Discriminator Loss: 0.4150, Generator Loss: 3.6291
2025-03-09 17:54:28,372 - FaceGAN - INFO - D(x): 0.8733, D(G(z)): 0.0247
2025-03-09 17:54:34,525 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [1100/1583]
2025-03-09 17:54:34,525 - FaceGAN - INFO - Discriminator Loss: 0.5819, Generator Loss: 3.2363
2025-03-09 17:54:34,525 - FaceGAN - INFO - D(x): 0.8709, D(G(z)): 0.0382
2025-03-09 17:54:40,720 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [1200/1583]
2025-03-09 17:54:40,720 - FaceGAN - INFO - Discriminator Loss: 0.5358, Generator Loss: 4.1505
2025-03-09 17:54:40,720 - FaceGAN - INFO - D(x): 0.9421, D(G(z)): 0.0125
2025-03-09 17:54:46,874 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [1300/1583]
2025-03-09 17:54:46,875 - FaceGAN - INFO - Discriminator Loss: 0.7827, Generator Loss: 3.2671
2025-03-09 17:54:46,875 - FaceGAN - INFO - D(x): 0.8032, D(G(z)): 0.0388
2025-03-09 17:54:53,054 - FaceGAN - INFO - Epoch: [43/50], Batch Num: [1400/1583]
2025-03-09 17:54:53,055 - FaceGAN - INFO - Discriminator Loss: 0.4206, Generator Loss: 4.2692
2025-03-09 17:54:53,055 - FaceGAN - INFO - D(x): 0.8822, D(G(z)): 0.0134
